               shift	                cell	              time_d	                  pH	             Olivine	           Enstatite	           Lizardite	           Magnesite	            Siderite	            Dolomite	       Rhodochrosite	                  Mg	                  Fe	                  Si	                   C	                HCO3	              MgHCO3	              FeHCO3	                 CO3	               CO2aq	          alkalinity	
  2.600000000000e+01	  8.000000000000e+00	  3.900000000000e+02	  7.356813534597e+00	  1.586913151654e-02	  3.213190591204e-02	  4.414709415953e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.047698655153e-04	  2.234097761373e+02	  5.346407086675e-04	  1.954538223254e+01	  5.047712368443e+02	  4.456993650347e+02	  7.821276155256e+00	  9.023640146693e-10	  4.461852722488e-01	  5.020632232242e+01	  4.555308217029e+00	
  2.600000000000e+01	  9.000000000000e+00	  3.900000000000e+02	  7.442923455481e+00	  1.598399171621e-02	  3.213213958304e-02	  4.418871606132e-02	  0.000000000000e+00	  0.000000000000e+00	  2.536879733949e-03	  5.580721920142e-04	  2.665825639267e+02	  4.984896815382e-04	  1.954750408073e+01	  6.105318931691e+02	  5.476063956567e+02	  1.105267668698e+01	  7.461013923377e-10	  6.839679942409e-01	  5.019471254302e+01	  5.618833816995e+00	
  2.600000000000e+01	  1.000000000000e+01	  3.900000000000e+02	  7.475600700028e+00	  1.605133429086e-02	  3.213227394262e-02	  4.421208708245e-02	  0.000000000000e+00	  0.000000000000e+00	  2.993630582214e-03	  5.415809441544e-04	  2.945552579079e+02	  4.865906905273e-04	  1.954844234516e+01	  6.573302132858e+02	  5.922021277362e+02	  1.301213593870e+01	  6.942761745958e-10	  8.048264092722e-01	  5.018964599769e+01	  6.089771733327e+00	
  2.600000000000e+01	  1.100000000000e+01	  3.900000000000e+02	  7.509992790121e+00	  1.611590540413e-02	  3.213240118679e-02	  4.423390248599e-02	  0.000000000000e+00	  0.000000000000e+00	  2.703158980316e-03	  5.299395506485e-04	  3.246626812237e+02	  4.750368141159e-04	  1.954951570673e+01	  7.109033268194e+02	  6.431291889179e+02	  1.532465319312e+01	  6.436851319915e-10	  9.555388704968e-01	  5.018386023875e+01	  6.629309717457e+00	
  2.600000000000e+01	  1.200000000000e+01	  3.900000000000e+02	  7.536233554773e+00	  1.618259479400e-02	  3.213253089004e-02	  4.425579353926e-02	  1.822651278235e-04	  0.000000000000e+00	  2.487977229099e-03	  5.177824539131e-04	  3.485820580816e+02	  4.668476773922e-04	  1.955039903183e+01	  7.550243866179e+02	  6.849587537219e+02	  1.730078324772e+01	  6.076253308925e-10	  1.089546696310e+00	  5.017910858350e+01	  7.073998678036e+00	
  2.600000000000e+01	  1.300000000000e+01	  3.900000000000e+02	  7.536233554780e+00	  1.619311500973e-02	  3.213255132434e-02	  4.425924496105e-02	  4.579238871063e-03	  0.000000000000e+00	  2.171905362412e-03	  5.118579340451e-04	  3.485820580695e+02	  4.668476773898e-04	  1.955039903184e+01	  7.550243866283e+02	  6.849587537326e+02	  1.730078324743e+01	  6.076253308821e-10	  1.089546696342e+00	  5.017910858350e+01	  7.073998678141e+00	
  2.600000000000e+01	  1.400000000000e+01	  3.900000000000e+02	  7.536233554787e+00	  1.619646554219e-02	  3.213255783861e-02	  4.426034737367e-02	  4.948199545431e-03	  0.000000000000e+00	  2.139071683727e-03	  5.109226829612e-04	  3.485820580573e+02	  4.668476773875e-04	  1.955039903184e+01	  7.550243866388e+02	  6.849587537433e+02	  1.730078324713e+01	  6.076253308716e-10	  1.089546696375e+00	  5.017910858350e+01	  7.073998678246e+00	
  2.600000000000e+01	  1.500000000000e+01	  3.900000000000e+02	  7.536233554794e+00	  1.619777504047e-02	  3.213256038247e-02	  4.426077736965e-02	  5.070696281654e-03	  0.000000000000e+00	  2.127665804358e-03	  5.105814406197e-04	  3.485820580448e+02	  4.668476773851e-04	  1.955039903184e+01	  7.550243866496e+02	  6.849587537544e+02	  1.730078324682e+01	  6.076253308608e-10	  1.089546696408e+00	  5.017910858351e+01	  7.073998678354e+00	
  2.600000000000e+01	  1.600000000000e+01	  3.900000000000e+02	  7.536233554802e+00	  1.619830412602e-02	  3.213256140814e-02	  4.426095019295e-02	  5.127782239050e-03	  0.000000000000e+00	  2.122814387935e-03	  5.104356664553e-04	  3.485820580323e+02	  4.668476773826e-04	  1.955039903184e+01	  7.550243866604e+02	  6.849587537655e+02	  1.730078324651e+01	  6.076253308499e-10	  1.089546696442e+00	  5.017910858351e+01	  7.073998678463e+00	
  2.600000000000e+01	  1.700000000000e+01	  3.900000000000e+02	  7.536233554809e+00	  1.619847789218e-02	  3.213256174448e-02	  4.426100673125e-02	  5.151520957828e-03	  0.000000000000e+00	  2.120994414311e-03	  5.103835907968e-04	  3.485820580200e+02	  4.668476773802e-04	  1.955039903184e+01	  7.550243866710e+02	  6.849587537764e+02	  1.730078324621e+01	  6.076253308393e-10	  1.089546696475e+00	  5.017910858351e+01	  7.073998678569e+00	
  2.600000000000e+01	  1.800000000000e+01	  3.900000000000e+02	  7.536233554816e+00	  1.619852689345e-02	  3.213256183918e-02	  4.426102261197e-02	  5.159588706792e-03	  0.000000000000e+00	  2.120421570142e-03	  5.103677754684e-04	  3.485820580080e+02	  4.668476773779e-04	  1.955039903185e+01	  7.550243866813e+02	  6.849587537870e+02	  1.730078324591e+01	  6.076253308289e-10	  1.089546696507e+00	  5.017910858351e+01	  7.073998678673e+00	
  2.600000000000e+01	  1.900000000000e+01	  3.900000000000e+02	  7.536233554823e+00	  1.619853869117e-02	  3.213256186194e-02	  4.426102642136e-02	  5.161686915479e-03	  0.000000000000e+00	  2.120280168810e-03	  5.103638567896e-04	  3.485820579962e+02	  4.668476773756e-04	  1.955039903185e+01	  7.550243866915e+02	  6.849587537974e+02	  1.730078324562e+01	  6.076253308187e-10	  1.089546696538e+00	  5.017910858351e+01	  7.073998678775e+00	
  2.600000000000e+01	  2.000000000000e+01	  3.900000000000e+02	  7.536233554829e+00	  1.619853942877e-02	  3.213256186337e-02	  4.426102666112e-02	  5.162079835891e-03	  0.000000000000e+00	  2.120254746566e-03	  5.103633725556e-04	  3.485820579863e+02	  4.668476773737e-04	  1.955039903185e+01	  7.550243867001e+02	  6.849587538062e+02	  1.730078324538e+01	  6.076253308102e-10	  1.089546696565e+00	  5.017910858351e+01	  7.073998678861e+00	
  2.700000000000e+01	  1.000000000000e+00	  4.050000000000e+02	  7.985939861608e+00	  1.700620484964e-02	  3.213237998377e-02	  4.450628593969e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.840416515295e-04	  2.642073644369e+01	  3.822093426424e-04	  1.399251721778e+01	  5.917042374795e+01	  5.709453139149e+01	  1.482658675072e-01	  3.578452347827e-11	  2.095321046148e-01	  1.589160250904e+00	  5.805675872744e-01	
  2.700000000000e+01	  2.000000000000e+00	  4.050000000000e+02	  8.343298413020e+00	  1.765568961859e-02	  3.213424534513e-02	  4.464121697211e-02	  0.000000000000e+00	  0.000000000000e+00	  4.812059967670e-04	  4.238008812249e-04	  5.667747771542e+01	  3.778009563215e-04	  1.993339552420e+01	  1.360723718013e+02	  1.320719720868e+02	  6.835730117933e-01	  1.597418567250e-11	  1.157243958101e+00	  1.588878988878e+00	  1.366750489725e+00	
  2.700000000000e+01	  3.000000000000e+00	  4.050000000000e+02	  8.386920685652e+00	  1.769184180629e-02	  3.213429682737e-02	  4.464715818808e-02	  0.000000000000e+00	  0.000000000000e+00	  3.403372525902e-03	  2.894017955498e-04	  6.951876486529e+01	  3.800057292421e-04	  1.997638670540e+01	  1.509947699174e+02	  1.463754564182e+02	  9.183531331009e-01	  1.448346842189e-11	  1.428287769548e+00	  1.588824648012e+00	  1.520496495516e+00	
  2.700000000000e+01	  4.000000000000e+00	  4.050000000000e+02	  8.441133515258e+00	  1.774105848260e-02	  3.213436595289e-02	  4.465499359486e-02	  0.000000000000e+00	  0.000000000000e+00	  2.938123366593e-03	  2.832462206728e-04	  8.349262118451e+01	  3.836505266261e-04	  2.003644661635e+01	  1.719456166537e+02	  1.663566902093e+02	  1.233833967153e+00	  1.282552590811e-11	  1.856457591686e+00	  1.588748255580e+00	  1.737417453881e+00	
  2.700000000000e+01	  5.000000000000e+00	  4.050000000000e+02	  8.508007178018e+00	  1.779901637271e-02	  3.213444582049e-02	  4.466383662632e-02	  0.000000000000e+00	  0.000000000000e+00	  2.835268521884e-03	  3.229218870668e-04	  1.010237922346e+02	  3.896224671654e-04	  2.012210958407e+01	  2.020755173660e+02	  1.948533181731e+02	  1.711435937612e+00	  1.104267402630e-11	  2.568134803909e+00	  1.588638378363e+00	  2.051465235198e+00	
  2.700000000000e+01	  6.000000000000e+00	  4.050000000000e+02	  7.179159142615e+00	  1.484578110375e-02	  3.212890359045e-02	  4.375080002668e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  4.634689008206e-04	  1.457013757084e+02	  6.366577846769e-04	  1.954219984315e+01	  3.462921818050e+02	  2.919655086207e+02	  3.567890470358e+00	  1.338553893853e-09	  1.861788845397e-01	  5.022384029134e+01	  2.964715789296e+00	
  2.700000000000e+01	  7.000000000000e+00	  4.050000000000e+02	  7.274092037761e+00	  1.539863854717e-02	  3.213014246194e-02	  4.399264456951e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  7.363755122431e-04	  1.841808232478e+02	  5.769602651076e-04	  1.954372669440e+01	  4.223179822838e+02	  3.659100095221e+02	  5.466573042769e+00	  1.083884761011e-09	  2.966609929490e-01	  5.021541189042e+01	  3.727354287656e+00	
  2.700000000000e+01	  8.000000000000e+00	  4.050000000000e+02	  7.355603145488e+00	  1.571540891613e-02	  3.213081296811e-02	  4.411637865227e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.281053253374e-04	  2.227014402508e+02	  5.352029126950e-04	  1.954535543524e+01	  5.034363199908e+02	  4.444131451936e+02	  7.777802571724e+00	  9.047835548671e-10	  4.435219306317e-01	  5.020646871671e+01	  4.541897537290e+00	
  2.700000000000e+01	  9.000000000000e+00	  4.050000000000e+02	  7.442133204704e+00	  1.584222435126e-02	  3.213107272861e-02	  4.416267240116e-02	  0.000000000000e+00	  0.000000000000e+00	  2.402164621895e-03	  5.790837819503e-04	  2.659060611905e+02	  4.987891017478e-04	  1.954748231535e+01	  6.094466088462e+02	  5.465711697253e+02	  1.100766979834e+01	  7.474024253338e-10	  6.812849002134e-01	  5.019483014928e+01	  5.607916556572e+00	
  2.700000000000e+01	  1.000000000000e+01	  4.050000000000e+02	  7.474734403339e+00	  1.591259191242e-02	  3.213121394569e-02	  4.418722607942e-02	  0.000000000000e+00	  0.000000000000e+00	  3.039076854346e-03	  5.609346683807e-04	  2.938094436711e+02	  4.868942693163e-04	  1.954841647793e+01	  6.560396407244e+02	  5.909735666192e+02	  1.295745875007e+01	  6.956015949018e-10	  8.013583478070e-01	  5.018978557773e+01	  6.076779895223e+00	
  2.700000000000e+01	  1.100000000000e+01	  4.050000000000e+02	  7.509283525239e+00	  1.598029463210e-02	  3.213134811999e-02	  4.421022005089e-02	  0.000000000000e+00	  0.000000000000e+00	  2.734333511865e-03	  5.487013105385e-04	  3.240293328067e+02	  4.752655076614e-04	  1.954949262756e+01	  7.097509643501e+02	  6.420352815448e+02	  1.527395264249e+01	  6.446895401900e-10	  9.521584166453e-01	  5.018398450980e+01	  6.617699417340e+00	
  2.700000000000e+01	  1.200000000000e+01	  4.050000000000e+02	  7.536233554776e+00	  1.605089186962e-02	  3.213148617483e-02	  4.423350978558e-02	  1.560367993254e-04	  0.000000000000e+00	  2.509499498234e-03	  5.358405031457e-04	  3.485820580767e+02	  4.668476773912e-04	  1.955039903183e+01	  7.550243866221e+02	  6.849587537262e+02	  1.730078324760e+01	  6.076253308883e-10	  1.089546696323e+00	  5.017910858350e+01	  7.073998678079e+00	
  2.700000000000e+01	  1.300000000000e+01	  4.050000000000e+02	  7.536233554783e+00	  1.606144602331e-02	  3.213150678566e-02	  4.423698954785e-02	  4.875934505876e-03	  0.000000000000e+00	  2.171905354336e-03	  5.296064822048e-04	  3.485820580639e+02	  4.668476773888e-04	  1.955039903184e+01	  7.550243866331e+02	  6.849587537375e+02	  1.730078324729e+01	  6.076253308772e-10	  1.089546696357e+00	  5.017910858350e+01	  7.073998678190e+00	
  2.700000000000e+01	  1.400000000000e+01	  4.050000000000e+02	  7.536233554790e+00	  1.606477827850e-02	  3.213151329978e-02	  4.423809158902e-02	  5.244929045499e-03	  0.000000000000e+00	  2.139071675653e-03	  5.286731330689e-04	  3.485820580517e+02	  4.668476773864e-04	  1.955039903184e+01	  7.550243866436e+02	  6.849587537483e+02	  1.730078324699e+01	  6.076253308667e-10	  1.089546696390e+00	  5.017910858351e+01	  7.073998678295e+00	
  2.700000000000e+01	  1.500000000000e+01	  4.050000000000e+02	  7.536233554797e+00	  1.606608063376e-02	  3.213151584359e-02	  4.423852144013e-02	  5.367439016009e-03	  0.000000000000e+00	  2.127665796286e-03	  5.283326340534e-04	  3.485820580395e+02	  4.668476773840e-04	  1.955039903184e+01	  7.550243866541e+02	  6.849587537591e+02	  1.730078324669e+01	  6.076253308562e-10	  1.089546696422e+00	  5.017910858351e+01	  7.073998678400e+00	
  2.700000000000e+01	  1.600000000000e+01	  4.050000000000e+02	  7.536233554805e+00	  1.606660683332e-02	  3.213151686924e-02	  4.423869420520e-02	  5.424530319648e-03	  0.000000000000e+00	  2.122814379863e-03	  5.281871601535e-04	  3.485820580271e+02	  4.668476773816e-04	  1.955039903184e+01	  7.550243866649e+02	  6.849587537701e+02	  1.730078324638e+01	  6.076253308454e-10	  1.089546696456e+00	  5.017910858351e+01	  7.073998678508e+00	
  2.700000000000e+01	  1.700000000000e+01	  4.050000000000e+02	  7.536233554812e+00	  1.606677965166e-02	  3.213151720557e-02	  4.423875072445e-02	  5.448270794070e-03	  0.000000000000e+00	  2.120994406240e-03	  5.281351830415e-04	  3.485820580146e+02	  4.668476773792e-04	  1.955039903184e+01	  7.550243866757e+02	  6.849587537811e+02	  1.730078324607e+01	  6.076253308346e-10	  1.089546696489e+00	  5.017910858351e+01	  7.073998678616e+00	
  2.700000000000e+01	  1.800000000000e+01	  4.050000000000e+02	  7.536233554819e+00	  1.606682838565e-02	  3.213151730027e-02	  4.423876659982e-02	  5.456339038061e-03	  0.000000000000e+00	  2.120421562070e-03	  5.281193955535e-04	  3.485820580023e+02	  4.668476773768e-04	  1.955039903185e+01	  7.550243866863e+02	  6.849587537920e+02	  1.730078324577e+01	  6.076253308240e-10	  1.089546696522e+00	  5.017910858351e+01	  7.073998678722e+00	
  2.700000000000e+01	  1.900000000000e+01	  4.050000000000e+02	  7.536233554826e+00	  1.606684011901e-02	  3.213151732303e-02	  4.423877040793e-02	  5.458437365918e-03	  0.000000000000e+00	  2.120280160739e-03	  5.281154835524e-04	  3.485820579903e+02	  4.668476773745e-04	  1.955039903185e+01	  7.550243866966e+02	  6.849587538026e+02	  1.730078324548e+01	  6.076253308136e-10	  1.089546696554e+00	  5.017910858351e+01	  7.073998678826e+00	
  2.700000000000e+01	  2.000000000000e+01	  4.050000000000e+02	  7.536233554832e+00	  1.606684085259e-02	  3.213151732446e-02	  4.423877064760e-02	  5.458830293781e-03	  0.000000000000e+00	  2.120254738494e-03	  5.281149997650e-04	  3.485820579803e+02	  4.668476773725e-04	  1.955039903185e+01	  7.550243867053e+02	  6.849587538115e+02	  1.730078324523e+01	  6.076253308050e-10	  1.089546696581e+00	  5.017910858351e+01	  7.073998678913e+00	
  2.800000000000e+01	  1.000000000000e+00	  4.200000000000e+02	  7.985037053704e+00	  1.689326160103e-02	  3.213137617841e-02	  4.449016056658e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.891629363103e-04	  2.634991560881e+01	  3.822715939422e-04	  1.395991554342e+01	  5.904824447325e+01	  5.697411268733e+01	  1.475779293070e-01	  3.585779101617e-11	  2.086355797044e-01	  1.589160697278e+00	  5.793281778057e-01	
  2.800000000000e+01	  2.000000000000e+00	  4.200000000000e+02	  8.343036666077e+00	  1.757134893534e-02	  3.213329189595e-02	  4.463203942099e-02	  0.000000000000e+00	  0.000000000000e+00	  3.564343114589e-04	  4.418584194277e-04	  5.658907157874e+01	  3.777896221535e-04	  1.993315081928e+01	  1.359875648378e+02	  1.319905553862e+02	  6.821327204936e-01	  1.598358452379e-11	  1.155785287981e+00	  1.588879297292e+00	  1.365878740498e+00	
  2.800000000000e+01	  3.000000000000e+00	  4.200000000000e+02	  8.386412043269e+00	  1.760884197218e-02	  3.213334545588e-02	  4.463821956918e-02	  0.000000000000e+00	  0.000000000000e+00	  3.455710366474e-03	  2.997906360972e-04	  6.938238662331e+01	  3.799763532027e-04	  1.997585921346e+01	  1.508113392652e+02	  1.461999598056e+02	  9.155828349410e-01	  1.450001176703e-11	  1.424783592193e+00	  1.588825316546e+00	  1.518602622516e+00	
  2.800000000000e+01	  4.000000000000e+00	  4.200000000000e+02	  8.440389560286e+00	  1.765994715642e-02	  3.213341745534e-02	  4.464637970444e-02	  0.000000000000e+00	  0.000000000000e+00	  2.971824217388e-03	  2.933932955467e-04	  8.330338571162e+01	  3.835934726099e-04	  2.003556866107e+01	  1.716383717627e+02	  1.660646149087e+02	  1.229154378318e+00	  1.284692259452e-11	  1.849780373754e+00	  1.588749376137e+00	  1.734227681375e+00	
  2.800000000000e+01	  5.000000000000e+00	  4.200000000000e+02	  8.506998439448e+00	  1.772011568050e-02	  3.213350061905e-02	  4.465558671502e-02	  0.000000000000e+00	  0.000000000000e+00	  2.855433769741e-03	  3.345562163626e-04	  1.007471896391e+02	  3.895195933822e-04	  2.012071282053e+01	  2.015817557699e+02	  1.943886937267e+02	  1.703263086533e+00	  1.106760500835e-11	  2.555570772177e+00	  1.588640178569e+00	  2.046298742896e+00	
  2.800000000000e+01	  6.000000000000e+00	  4.200000000000e+02	  7.177648605553e+00	  1.467166812099e-02	  3.212774919070e-02	  4.370841939661e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  4.783925529598e-04	  1.451329732058e+02	  6.377172761493e-04	  1.954217831212e+01	  3.452200862494e+02	  2.909201327849e+02	  3.543031616283e+00	  1.343063933648e-09	  1.848076988879e-01	  5.022395948227e+01	  2.953966190541e+00	
  2.800000000000e+01	  7.000000000000e+00	  4.200000000000e+02	  7.272377392178e+00	  1.523680501868e-02	  3.212902528614e-02	  4.395745089621e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  7.629415673787e-04	  1.833722258658e+02	  5.779264479787e-04	  1.954369580652e+01	  4.207799235201e+02	  3.644189668956e+02	  5.423841574445e+00	  1.088017153025e-09	  2.941683648315e-01	  5.021558174306e+01	  3.711919054071e+00	
  2.800000000000e+01	  8.000000000000e+00	  4.200000000000e+02	  7.354184274171e+00	  1.556250882207e-02	  3.212971967235e-02	  4.408560814989e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.513819476140e-04	  2.218678341073e+02	  5.358639858003e-04	  1.954532412185e+01	  5.018764500586e+02	  4.429101734091e+02	  7.726929822207e+00	  9.076282591483e-10	  4.404203449837e-01	  5.020663977720e+01	  4.526227344194e+00	
  2.800000000000e+01	  9.000000000000e+00	  4.200000000000e+02	  7.441267008386e+00	  1.570121935988e-02	  3.213000573033e-02	  4.413660972432e-02	  0.000000000000e+00	  0.000000000000e+00	  2.266118554157e-03	  6.000368329101e-04	  2.651642790370e+02	  4.991179453515e-04	  1.954745850685e+01	  6.082594648281e+02	  5.454387362471e+02	  1.095845239336e+01	  7.488311483342e-10	  6.783562066287e-01	  5.019495879816e+01	  5.595974867350e+00	
  2.800000000000e+01	  1.000000000000e+01	  4.200000000000e+02	  7.473782553595e+00	  1.577456358951e-02	  3.213015378828e-02	  4.416234273902e-02	  0.000000000000e+00	  0.000000000000e+00	  3.084763972789e-03	  5.802207427465e-04	  2.929904681378e+02	  4.872285580254e-04	  1.954838812025e+01	  6.546248401459e+02	  5.896266579588e+02	  1.289756775443e+01	  6.970608849447e-10	  7.975652543394e-01	  5.018993860360e+01	  6.062537789534e+00	
  2.800000000000e+01	  1.100000000000e+01	  4.200000000000e+02	  7.508441712458e+00	  1.584536351826e-02	  3.213029490408e-02	  4.418651685427e-02	  0.000000000000e+00	  0.000000000000e+00	  2.765755913296e-03	  5.673993130110e-04	  3.232784297726e+02	  4.755374513077e-04	  1.954946528843e+01	  7.083859239386e+02	  6.407393944150e+02	  1.521395283470e+01	  6.458837276881e-10	  9.481619528653e-01	  5.018413172681e+01	  6.603946614741e+00	
  2.800000000000e+01	  1.200000000000e+01	  4.200000000000e+02	  7.536233554778e+00	  1.591979326885e-02	  3.213044125673e-02	  4.421119591395e-02	  1.205464984232e-04	  0.000000000000e+00	  2.531675443556e-03	  5.538523645865e-04	  3.485820580722e+02	  4.668476773904e-04	  1.955039903184e+01	  7.550243866260e+02	  6.849587537302e+02	  1.730078324749e+01	  6.076253308844e-10	  1.089546696335e+00	  5.017910858350e+01	  7.073998678117e+00	
  2.800000000000e+01	  1.300000000000e+01	  4.200000000000e+02	  7.536233554786e+00	  1.593049628602e-02	  3.213046226972e-02	  4.421474163383e-02	  5.171315946393e-03	  0.000000000000e+00	  2.171905346142e-03	  5.472816026962e-04	  3.485820580587e+02	  4.668476773878e-04	  1.955039903184e+01	  7.550243866376e+02	  6.849587537421e+02	  1.730078324716e+01	  6.076253308728e-10	  1.089546696371e+00	  5.017910858350e+01	  7.073998678234e+00	
  2.800000000000e+01	  1.400000000000e+01	  4.200000000000e+02	  7.536233554794e+00	  1.593381031468e-02	  3.213046878371e-02	  4.421584330363e-02	  5.540344259789e-03	  0.000000000000e+00	  2.139071667462e-03	  5.463501505682e-04	  3.485820580460e+02	  4.668476773853e-04	  1.955039903184e+01	  7.550243866486e+02	  6.849587537534e+02	  1.730078324685e+01	  6.076253308617e-10	  1.089546696405e+00	  5.017910858351e+01	  7.073998678344e+00	
  2.800000000000e+01	  1.500000000000e+01	  4.200000000000e+02	  7.536233554801e+00	  1.593510554674e-02	  3.213047132745e-02	  4.421627300989e-02	  5.662867428835e-03	  0.000000000000e+00	  2.127665788096e-03	  5.460103928386e-04	  3.485820580337e+02	  4.668476773829e-04	  1.955039903184e+01	  7.550243866592e+02	  6.849587537642e+02	  1.730078324654e+01	  6.076253308512e-10	  1.089546696438e+00	  5.017910858351e+01	  7.073998678451e+00	
  2.800000000000e+01	  1.600000000000e+01	  4.200000000000e+02	  7.536233554808e+00	  1.593562886832e-02	  3.213047235308e-02	  4.421644571674e-02	  5.719964064272e-03	  0.000000000000e+00	  2.122814371673e-03	  5.458652183497e-04	  3.485820580215e+02	  4.668476773805e-04	  1.955039903184e+01	  7.550243866697e+02	  6.849587537750e+02	  1.730078324624e+01	  6.076253308406e-10	  1.089546696471e+00	  5.017910858351e+01	  7.073998678556e+00	
  2.800000000000e+01	  1.700000000000e+01	  4.200000000000e+02	  7.536233554815e+00	  1.593580074146e-02	  3.213047268941e-02	  4.421650221695e-02	  5.743706289595e-03	  0.000000000000e+00	  2.120994398050e-03	  5.458133395511e-04	  3.485820580091e+02	  4.668476773781e-04	  1.955039903184e+01	  7.550243866804e+02	  6.849587537860e+02	  1.730078324594e+01	  6.076253308299e-10	  1.089546696504e+00	  5.017910858351e+01	  7.073998678664e+00	
  2.800000000000e+01	  1.800000000000e+01	  4.200000000000e+02	  7.536233554823e+00	  1.593584920891e-02	  3.213047278410e-02	  4.421651808696e-02	  5.751775027275e-03	  0.000000000000e+00	  2.120421553880e-03	  5.457975798211e-04	  3.485820579966e+02	  4.668476773757e-04	  1.955039903185e+01	  7.550243866912e+02	  6.849587537971e+02	  1.730078324563e+01	  6.076253308191e-10	  1.089546696537e+00	  5.017910858351e+01	  7.073998678772e+00	
  2.800000000000e+01	  1.900000000000e+01	  4.200000000000e+02	  7.536233554830e+00	  1.593586087810e-02	  3.213047280687e-02	  4.421652189378e-02	  5.753873473980e-03	  0.000000000000e+00	  2.120280152549e-03	  5.457936745066e-04	  3.485820579844e+02	  4.668476773733e-04	  1.955039903185e+01	  7.550243867018e+02	  6.849587538079e+02	  1.730078324533e+01	  6.076253308085e-10	  1.089546696570e+00	  5.017910858351e+01	  7.073998678878e+00	
  2.800000000000e+01	  2.000000000000e+01	  4.200000000000e+02	  7.536233554836e+00	  1.593586160767e-02	  3.213047280830e-02	  4.421652213338e-02	  5.754266409273e-03	  0.000000000000e+00	  2.120254730305e-03	  5.457931910966e-04	  3.485820579742e+02	  4.668476773713e-04	  1.955039903185e+01	  7.550243867106e+02	  6.849587538169e+02	  1.730078324508e+01	  6.076253307997e-10	  1.089546696597e+00	  5.017910858351e+01	  7.073998678966e+00	
  2.900000000000e+01	  1.000000000000e+00	  4.350000000000e+02	  7.984133796838e+00	  1.678077340702e-02	  3.213037231118e-02	  4.447402711288e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.942086807917e-04	  2.627918854935e+01	  3.823341526650e-04	  1.392735294544e+01	  5.892626858791e+01	  5.685389012255e+01	  1.468924824852e-01	  3.593124634981e-11	  2.077424749695e-01	  1.589161142904e+00	  5.780908702104e-01	
  2.900000000000e+01	  2.000000000000e+00	  4.350000000000e+02	  8.342776132700e+00	  1.748727067524e-02	  3.213233845428e-02	  4.462286180431e-02	  0.000000000000e+00	  0.000000000000e+00	  2.312175368447e-04	  4.599201344948e-04	  5.650085962507e+01	  3.777783626918e-04	  1.993290740039e+01	  1.359032045435e+02	  1.319095665547e+02	  6.806978564438e-01	  1.599294536080e-11	  1.154335225868e+00	  1.588879604074e+00	  1.365011608244e+00	
  2.900000000000e+01	  3.000000000000e+00	  4.350000000000e+02	  8.385905345328e+00	  1.752608738985e-02	  3.213239408042e-02	  4.462927953526e-02	  0.000000000000e+00	  0.000000000000e+00	  3.508062897390e-03	  3.101544500529e-04	  6.924634544194e+01	  3.799471767437e-04	  1.997533437420e+01	  1.506288403033e+02	  1.460253456416e+02	  9.128254134649e-01	  1.451651090976e-11	  1.421301450435e+00	  1.588825981676e+00	  1.516718462937e+00	
  2.900000000000e+01	  4.000000000000e+00	  4.350000000000e+02	  8.439653015862e+00	  1.757905947188e-02	  3.213246894125e-02	  4.463776297293e-02	  0.000000000000e+00	  0.000000000000e+00	  3.005638613931e-03	  3.035181848543e-04	  8.311607093751e+01	  3.835371840305e-04	  2.003470098852e+01	  1.713347552135e+02	  1.657759601327e+02	  1.224532909311e+00	  1.286814181461e-11	  1.843193593818e+00	  1.588750483458e+00	  1.731075828518e+00	
  2.900000000000e+01	  5.000000000000e+00	  4.350000000000e+02	  8.506060855996e+00	  1.764141761098e-02	  3.213255539224e-02	  4.464733301045e-02	  0.000000000000e+00	  0.000000000000e+00	  2.875736922153e-03	  3.461798040380e-04	  1.004905365563e+02	  3.894243389410e-04	  2.011941760955e+01	  2.011239688970e+02	  1.939578494291e+02	  1.695696913106e+00	  1.109082864506e-11	  2.543948779884e+00	  1.588641847635e+00	  2.041509271544e+00	
  2.900000000000e+01	  6.000000000000e+00	  4.350000000000e+02	  7.176326344870e+00	  1.449875661789e-02	  3.212659441393e-02	  4.366598496048e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  4.931500178012e-04	  1.446393304178e+02	  6.386477375569e-04	  1.954215953123e+01	  3.442849265428e+02	  2.900081644618e+02	  3.521462395641e+00	  1.347024493865e-09	  1.836158064713e-01	  5.022406346554e+01	  2.944589695848e+00	
