               shift	                cell	              time_d	                  pH	             Olivine	           Enstatite	           Lizardite	           Magnesite	            Siderite	            Dolomite	       Rhodochrosite	                  Mg	                  Fe	                  Si	                   C	                HCO3	              MgHCO3	              FeHCO3	                 CO3	               CO2aq	          alkalinity	
  4.100000000000e+01	  2.000000000000e+01	  6.150000000000e+02	  7.536233554884e+00	  1.429768116658e-02	  3.211689616833e-02	  4.392797330035e-02	  9.476969204516e-03	  0.000000000000e+00	  2.120254613246e-03	  7.690180746175e-04	  3.485820578918e+02	  4.668476773554e-04	  1.955039903186e+01	  7.550243867817e+02	  6.849587538899e+02	  1.730078324305e+01	  6.076253307285e-10	  1.089546696818e+00	  5.017910858352e+01	  7.073998679680e+00	
  4.200000000000e+01	  1.000000000000e+00	  6.300000000000e+02	  7.917769531938e+00	  1.532689581377e-02	  3.211725734779e-02	  4.425510966694e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  2.508051879503e-04	  2.409505629928e+01	  3.877065173102e-04	  1.384638565038e+01	  5.065734696590e+01	  4.868523797047e+01	  1.165113436705e-01	  4.176498808898e-11	  1.516350187661e-01	  1.589191325989e+00	  4.944482660077e-01	
  4.200000000000e+01	  2.000000000000e+00	  6.300000000000e+02	  8.205603303273e+00	  1.630714314091e-02	  3.211977131441e-02	  4.448230533504e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  7.036713823028e-04	  4.754115768344e+01	  3.748260401796e-04	  1.982358712026e+01	  9.839464354682e+01	  9.553231469023e+01	  4.285294769691e-01	  2.177919546978e-11	  5.972568814975e-01	  1.589016900166e+00	  9.799456000468e-01	
  4.200000000000e+01	  3.000000000000e+00	  6.300000000000e+02	  8.387848758887e+00	  1.647533771083e-02	  3.212003008862e-02	  4.451341647268e-02	  0.000000000000e+00	  0.000000000000e+00	  2.956969575246e-03	  4.540528039339e-04	  6.976713460952e+01	  3.800595553803e-04	  1.997735082316e+01	  1.513300574653e+02	  1.466962182025e+02	  9.234139019388e-01	  1.445333256573e-11	  1.434703985433e+00	  1.588823425995e+00	  1.523958495231e+00	
  4.200000000000e+01	  4.000000000000e+00	  6.300000000000e+02	  8.440043366272e+00	  1.655085897413e-02	  3.212014121650e-02	  4.452598693542e-02	  0.000000000000e+00	  0.000000000000e+00	  3.428247378746e-03	  4.327079095250e-04	  8.321533892779e+01	  3.835669911743e-04	  2.003516064325e+01	  1.714955942045e+02	  1.659288767658e+02	  1.226980752441e+00	  1.285689172666e-11	  1.846681465230e+00	  1.588749896862e+00	  1.732745472049e+00	
  4.200000000000e+01	  5.000000000000e+00	  6.300000000000e+02	  8.503771889141e+00	  1.663947761394e-02	  3.212026903094e-02	  4.454011624143e-02	  0.000000000000e+00	  0.000000000000e+00	  3.133528160575e-03	  4.955070570127e-04	  9.986570668680e+01	  3.891932547101e-04	  2.011626775698e+01	  2.000109693650e+02	  1.929100668856e+02	  1.677346413691e+00	  1.114773371326e-11	  2.515799663094e+00	  1.588645905646e+00	  2.029867214169e+00	
  4.200000000000e+01	  6.000000000000e+00	  6.300000000000e+02	  7.165996917179e+00	  1.236684882271e-02	  3.211156714666e-02	  4.311333079840e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.704467389169e-04	  1.409532272358e+02	  6.460146703526e-04	  1.954201494413e+01	  3.370854335064e+02	  2.829827688769e+02	  3.360052913471e+00	  1.378375039831e-09	  1.745683997610e-01	  5.022486463671e+01	  2.872405505580e+00	
  4.200000000000e+01	  7.000000000000e+00	  6.300000000000e+02	  7.257608404003e+00	  1.307585129011e-02	  3.211335470122e-02	  4.346047106798e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.125957908046e-03	  1.767559051224e+02	  5.864093860502e-04	  1.954343521219e+01	  4.078038703211e+02	  3.518280377405e+02	  5.074963330049e+00	  1.124280877103e-09	  2.735568545004e-01	  5.021701635005e+01	  3.581706756225e+00	
  4.200000000000e+01	  8.000000000000e+00	  6.300000000000e+02	  7.339128207325e+00	  1.351124107755e-02	  3.211438327556e-02	  4.365030223847e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  9.700503794699e-04	  2.133187494830e+02	  5.430156690842e-04	  1.954499864320e+01	  4.856636923992e+02	  4.272755369064e+02	  7.210456248556e+00	  9.383808287322e-10	  4.088309097656e-01	  5.020841951760e+01	  4.363373692174e+00	
  4.200000000000e+01	  9.000000000000e+00	  6.300000000000e+02	  7.430718684219e+00	  1.380667749385e-02	  3.211505285301e-02	  4.376978266301e-02	  0.000000000000e+00	  0.000000000000e+00	  2.173808958682e-04	  8.873189958987e-04	  2.560993684082e+02	  5.031773929090e-04	  1.954717260541e+01	  5.940050471874e+02	  5.318377365147e+02	  1.036826867238e+01	  7.664548085938e-10	  6.436985487877e-01	  5.019650386564e+01	  5.452604704477e+00	
  4.200000000000e+01	  1.000000000000e+01	  6.300000000000e+02	  7.460712466009e+00	  1.391587777229e-02	  3.211529293180e-02	  4.381133125666e-02	  0.000000000000e+00	  0.000000000000e+00	  3.752423903075e-03	  8.433054980138e-04	  2.817862315723e+02	  4.918968134938e-04	  1.954800543456e+01	  6.355347455770e+02	  5.714438385703e+02	  1.209415270267e+01	  7.174173911387e-10	  7.472845612974e-01	  5.019200439836e+01	  5.870397978666e+00	
  4.200000000000e+01	  1.100000000000e+01	  6.300000000000e+02	  7.491299374262e+00	  1.402369180370e-02	  3.211552650350e-02	  4.385119331491e-02	  0.000000000000e+00	  0.000000000000e+00	  3.230345808922e-03	  8.231149913837e-04	  3.081613561592e+02	  4.811976091712e-04	  1.954892089058e+01	  6.812100251511e+02	  6.149201958523e+02	  1.403211747202e+01	  6.706985837624e-10	  8.703776967718e-01	  5.018706496480e+01	  6.330210622553e+00	
  4.200000000000e+01	  1.200000000000e+01	  6.300000000000e+02	  7.521350425592e+00	  1.413456991963e-02	  3.211576304344e-02	  4.389095916962e-02	  0.000000000000e+00	  0.000000000000e+00	  2.850524357537e-03	  8.023517468263e-04	  3.348939390454e+02	  4.714279173429e-04	  1.954989091375e+01	  7.296406457754e+02	  6.609061617518e+02	  1.615544067288e+01	  6.278169540694e-10	  1.011359246479e+00	  5.018184077665e+01	  6.818121975151e+00	
  4.200000000000e+01	  1.300000000000e+01	  6.300000000000e+02	  7.536233554820e+00	  1.417160188588e-02	  3.211584143528e-02	  4.390405753405e-02	  7.769898010840e-03	  0.000000000000e+00	  2.256631091330e-03	  7.883919309377e-04	  3.485820580010e+02	  4.668476773766e-04	  1.955039903185e+01	  7.550243866874e+02	  6.849587537932e+02	  1.730078324574e+01	  6.076253308229e-10	  1.089546696526e+00	  5.017910858351e+01	  7.073998678734e+00	
  4.200000000000e+01	  1.400000000000e+01	  6.300000000000e+02	  7.536233554830e+00	  1.417466606755e-02	  3.211584794728e-02	  4.390515401130e-02	  9.540173765012e-03	  0.000000000000e+00	  2.139071540574e-03	  7.862300306907e-04	  3.485820579834e+02	  4.668476773731e-04	  1.955039903185e+01	  7.550243867026e+02	  6.849587538087e+02	  1.730078324531e+01	  6.076253308077e-10	  1.089546696573e+00	  5.017910858351e+01	  7.073998678886e+00	
  4.200000000000e+01	  1.500000000000e+01	  6.300000000000e+02	  7.536233554841e+00	  1.417586365571e-02	  3.211585049025e-02	  4.390558169221e-02	  9.662877961322e-03	  0.000000000000e+00	  2.127665661222e-03	  7.859004424455e-04	  3.485820579661e+02	  4.668476773698e-04	  1.955039903185e+01	  7.550243867175e+02	  6.849587538240e+02	  1.730078324488e+01	  6.076253307927e-10	  1.089546696619e+00	  5.017910858352e+01	  7.073998679036e+00	
  4.200000000000e+01	  1.600000000000e+01	  6.300000000000e+02	  7.536233554851e+00	  1.417634752629e-02	  3.211585151556e-02	  4.390575358504e-02	  9.720047725969e-03	  0.000000000000e+00	  2.122814244805e-03	  7.857593761159e-04	  3.485820579491e+02	  4.668476773665e-04	  1.955039903185e+01	  7.550243867322e+02	  6.849587538391e+02	  1.730078324446e+01	  6.076253307780e-10	  1.089546696665e+00	  5.017910858352e+01	  7.073998679183e+00	
  4.200000000000e+01	  1.700000000000e+01	  6.300000000000e+02	  7.536233554861e+00	  1.417650644274e-02	  3.211585185179e-02	  4.390580981896e-02	  9.743813966031e-03	  0.000000000000e+00	  2.120994271184e-03	  7.857088460729e-04	  3.485820579323e+02	  4.668476773632e-04	  1.955039903186e+01	  7.550243867467e+02	  6.849587538540e+02	  1.730078324405e+01	  6.076253307635e-10	  1.089546696710e+00	  5.017910858352e+01	  7.073998679329e+00	
  4.200000000000e+01	  1.800000000000e+01	  6.300000000000e+02	  7.536233554870e+00	  1.417655125647e-02	  3.211585194645e-02	  4.390582561417e-02	  9.751889474951e-03	  0.000000000000e+00	  2.120421427015e-03	  7.856934664438e-04	  3.485820579157e+02	  4.668476773600e-04	  1.955039903186e+01	  7.550243867610e+02	  6.849587538686e+02	  1.730078324364e+01	  6.076253307492e-10	  1.089546696754e+00	  5.017910858352e+01	  7.073998679472e+00	
  4.200000000000e+01	  1.900000000000e+01	  6.300000000000e+02	  7.536233554880e+00	  1.417656204599e-02	  3.211585196921e-02	  4.390582940306e-02	  9.753989551729e-03	  0.000000000000e+00	  2.120280025684e-03	  7.856896529333e-04	  3.485820578995e+02	  4.668476773569e-04	  1.955039903186e+01	  7.550243867750e+02	  6.849587538830e+02	  1.730078324324e+01	  6.076253307351e-10	  1.089546696798e+00	  5.017910858352e+01	  7.073998679613e+00	
  4.200000000000e+01	  2.000000000000e+01	  6.300000000000e+02	  7.536233554888e+00	  1.417656272057e-02	  3.211585197064e-02	  4.390582964153e-02	  9.754382588932e-03	  0.000000000000e+00	  2.120254603440e-03	  7.856891750237e-04	  3.485820578860e+02	  4.668476773542e-04	  1.955039903186e+01	  7.550243867867e+02	  6.849587538950e+02	  1.730078324290e+01	  6.076253307234e-10	  1.089546696834e+00	  5.017910858353e+01	  7.073998679730e+00	
  4.300000000000e+01	  1.000000000000e+00	  6.450000000000e+02	  7.916526881168e+00	  1.521772519805e-02	  3.211624688689e-02	  4.423804485932e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  2.546109389665e-04	  2.401884778668e+01	  3.878221036942e-04	  1.381449210200e+01	  5.051453505422e+01	  4.854411833631e+01	  1.158273247915e-01	  4.188287973062e-11	  1.507446955155e-01	  1.589191847369e+00	  4.930028336295e-01	
  4.300000000000e+01	  2.000000000000e+00	  6.450000000000e+02	  8.204605299331e+00	  1.621677155101e-02	  3.211880177948e-02	  4.447113560843e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  7.226334527182e-04	  4.741633543927e+01	  3.748258569675e-04	  1.982291507894e+01	  9.816506278496e+01	  9.530867333273e+01	  4.264951019599e-01	  2.182826914357e-11	  5.944092908709e-01	  1.589017738308e+00	  9.776017240008e-01	
  4.300000000000e+01	  3.000000000000e+00	  6.450000000000e+02	  8.387345758667e+00	  1.639628003998e-02	  3.211907910548e-02	  4.450450786044e-02	  0.000000000000e+00	  0.000000000000e+00	  2.886099440232e-03	  4.652466426038e-04	  6.963259644757e+01	  3.800303462002e-04	  1.997682802239e+01	  1.511482411616e+02	  1.465222825357e+02	  9.206700676068e-01	  1.446965780189e-11	  1.431222895663e+00	  1.588824088662e+00	  1.522081118229e+00	
  4.300000000000e+01	  4.000000000000e+00	  6.450000000000e+02	  8.439319679740e+00	  1.647343728625e-02	  3.211919299961e-02	  4.451738967505e-02	  0.000000000000e+00	  0.000000000000e+00	  3.460504352148e-03	  4.424751022428e-04	  8.303130906400e+01	  3.835117740620e-04	  2.003430881013e+01	  1.711975336164e+02	  1.656454912680e+02	  1.222445125299e+00	  1.287775662624e-11	  1.840220432303e+00	  1.588750983919e+00	  1.729651408620e+00	
  4.300000000000e+01	  5.000000000000e+00	  6.450000000000e+02	  8.502865485989e+00	  1.656396628346e-02	  3.211932397297e-02	  4.453186682240e-02	  0.000000000000e+00	  0.000000000000e+00	  3.153296928284e-03	  5.068664554966e-04	  9.961895825305e+01	  3.891023214271e-04	  2.011502522465e+01	  1.995720386800e+02	  1.924967437483e+02	  1.670126982801e+00	  1.117034929906e-11	  2.504740274939e+00	  1.588647506023e+00	  2.025276901072e+00	
  4.300000000000e+01	  6.000000000000e+00	  6.450000000000e+02	  7.164754721285e+00	  1.221165144803e-02	  3.211041004820e-02	  4.307074576604e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.829711438063e-04	  1.405026210834e+02	  6.469124531818e-04	  1.954199779757e+01	  3.362316370903e+02	  2.821495974785e+02	  3.340814351946e+00	  1.382194774839e-09	  1.735112012379e-01	  5.022495964609e+01	  2.863845560140e+00	
  4.300000000000e+01	  7.000000000000e+00	  6.450000000000e+02	  7.256271448915e+00	  1.292908432993e-02	  3.211223360366e-02	  4.342474278847e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.151195715345e-03	  1.761575949679e+02	  5.871917158316e-04	  1.954341208389e+01	  4.066522368569e+02	  3.507102318371e+02	  5.044169930417e+00	  1.127623695426e-09	  2.717647325703e-01	  5.021714371267e+01	  3.570151417383e+00	
  4.300000000000e+01	  8.000000000000e+00	  6.450000000000e+02	  7.337888275097e+00	  1.337127102290e-02	  3.211328609868e-02	  4.361896909562e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  9.922425670125e-04	  2.126210626160e+02	  5.436159361355e-04	  1.954497237470e+01	  4.843552784114e+02	  4.260131601627e+02	  7.169180618548e+00	  9.409602265313e-10	  4.063339490001e-01	  5.020856322266e+01	  4.350232546969e+00	
  4.300000000000e+01	  9.000000000000e+00	  6.450000000000e+02	  7.429939862905e+00	  1.367711937137e-02	  3.211398401961e-02	  4.374349358500e-02	  0.000000000000e+00	  0.000000000000e+00	  6.164238537922e-05	  9.073685132610e-04	  2.554270235087e+02	  5.034811723958e-04	  1.954715178832e+01	  5.929672417423e+02	  5.308472705132e+02	  1.032533088609e+01	  7.677726687814e-10	  6.412119300940e-01	  5.019661637706e+01	  5.442167780702e+00	
  4.300000000000e+01	  1.000000000000e+01	  6.450000000000e+02	  7.459842986904e+00	  1.378849648722e-02	  3.211423042655e-02	  4.378612556484e-02	  0.000000000000e+00	  0.000000000000e+00	  3.801286893138e-03	  8.615779868671e-04	  2.810428508853e+02	  4.922125828460e-04	  1.954798041384e+01	  6.342867624054e+02	  5.702546152562e+02	  1.204191137187e+01	  7.187929062582e-10	  7.440559305678e-01	  5.019213950796e+01	  5.857839157907e+00	
  4.300000000000e+01	  1.100000000000e+01	  6.450000000000e+02	  7.490412691393e+00	  1.389857362551e-02	  3.211447037035e-02	  4.382706568596e-02	  0.000000000000e+00	  0.000000000000e+00	  3.264959526071e-03	  8.409127716821e-04	  3.073875629077e+02	  4.814968108555e-04	  1.954889336024e+01	  6.798360209241e+02	  6.136137907650e+02	  1.397298161570e+01	  6.720082632832e-10	  8.665349731093e-01	  5.018721338539e+01	  6.316373731387e+00	
  4.300000000000e+01	  1.200000000000e+01	  6.450000000000e+02	  7.520602644626e+00	  1.401164124441e-02	  3.211471303560e-02	  4.386785405221e-02	  0.000000000000e+00	  0.000000000000e+00	  2.874436134680e-03	  8.196845546092e-04	  3.342149162285e+02	  4.716624679474e-04	  1.954986588084e+01	  7.283903643015e+02	  6.597205445340e+02	  1.609962382030e+01	  6.288493290776e-10	  1.007584411409e+00	  5.018197545933e+01	  6.805521388454e+00	
  4.300000000000e+01	  1.300000000000e+01	  6.450000000000e+02	  7.536233554823e+00	  1.405120107733e-02	  3.211479726057e-02	  4.388192195394e-02	  7.854697774539e-03	  0.000000000000e+00	  2.268479693585e-03	  8.051628143495e-04	  3.485820579970e+02	  4.668476773758e-04	  1.955039903185e+01	  7.550243866908e+02	  6.849587537967e+02	  1.730078324564e+01	  6.076253308194e-10	  1.089546696536e+00	  5.017910858351e+01	  7.073998678768e+00	
  4.300000000000e+01	  1.400000000000e+01	  6.450000000000e+02	  7.536233554833e+00	  1.405424779294e-02	  3.211480377242e-02	  4.388301806077e-02	  9.816306751476e-03	  0.000000000000e+00	  2.139071530653e-03	  8.028295695875e-04	  3.485820579792e+02	  4.668476773723e-04	  1.955039903185e+01	  7.550243867062e+02	  6.849587538124e+02	  1.730078324520e+01	  6.076253308041e-10	  1.089546696584e+00	  5.017910858351e+01	  7.073998678922e+00	
  4.300000000000e+01	  1.500000000000e+01	  6.450000000000e+02	  7.536233554843e+00	  1.405543855511e-02	  3.211480631534e-02	  4.388344559720e-02	  9.939023610408e-03	  0.000000000000e+00	  2.127665651302e-03	  8.025006927871e-04	  3.485820579617e+02	  4.668476773689e-04	  1.955039903185e+01	  7.550243867213e+02	  6.849587538280e+02	  1.730078324477e+01	  6.076253307889e-10	  1.089546696631e+00	  5.017910858352e+01	  7.073998679074e+00	
  4.300000000000e+01	  1.600000000000e+01	  6.450000000000e+02	  7.536233554854e+00	  1.405591966778e-02	  3.211480734063e-02	  4.388361743197e-02	  9.996198490335e-03	  0.000000000000e+00	  2.122814234886e-03	  8.023599138491e-04	  3.485820579444e+02	  4.668476773656e-04	  1.955039903186e+01	  7.550243867363e+02	  6.849587538433e+02	  1.730078324434e+01	  6.076253307739e-10	  1.089546696677e+00	  5.017910858352e+01	  7.073998679224e+00	
  4.300000000000e+01	  1.700000000000e+01	  6.450000000000e+02	  7.536233554864e+00	  1.405607767846e-02	  3.211480767685e-02	  4.388367364688e-02	  1.001996641019e-02	  0.000000000000e+00	  2.120994261265e-03	  8.023094781570e-04	  3.485820579273e+02	  4.668476773622e-04	  1.955039903186e+01	  7.550243867510e+02	  6.849587538584e+02	  1.730078324392e+01	  6.076253307592e-10	  1.089546696723e+00	  5.017910858352e+01	  7.073998679372e+00	
  4.300000000000e+01	  1.800000000000e+01	  6.450000000000e+02	  7.536233554873e+00	  1.405612223677e-02	  3.211480777151e-02	  4.388368943676e-02	  1.002804239274e-02	  0.000000000000e+00	  2.120421417096e-03	  8.022941251816e-04	  3.485820579105e+02	  4.668476773590e-04	  1.955039903186e+01	  7.550243867655e+02	  6.849587538733e+02	  1.730078324351e+01	  6.076253307447e-10	  1.089546696768e+00	  5.017910858352e+01	  7.073998679517e+00	
  4.300000000000e+01	  1.900000000000e+01	  6.450000000000e+02	  7.536233554883e+00	  1.405613296479e-02	  3.211480779427e-02	  4.388369322437e-02	  1.003014258354e-02	  0.000000000000e+00	  2.120280015765e-03	  8.022903180438e-04	  3.485820578940e+02	  4.668476773558e-04	  1.955039903186e+01	  7.550243867798e+02	  6.849587538879e+02	  1.730078324310e+01	  6.076253307304e-10	  1.089546696812e+00	  5.017910858352e+01	  7.073998679660e+00	
  4.300000000000e+01	  2.000000000000e+01	  6.450000000000e+02	  7.536233554891e+00	  1.405613363553e-02	  3.211480779570e-02	  4.388369346276e-02	  1.003053562787e-02	  0.000000000000e+00	  2.120254593520e-03	  8.022898405444e-04	  3.485820578802e+02	  4.668476773531e-04	  1.955039903187e+01	  7.550243867917e+02	  6.849587539001e+02	  1.730078324276e+01	  6.076253307185e-10	  1.089546696849e+00	  5.017910858353e+01	  7.073998679780e+00	
  4.400000000000e+01	  1.000000000000e+00	  6.600000000000e+02	  7.915282385296e+00	  1.510901026508e-02	  3.211523632385e-02	  4.422096629380e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  2.583317727629e-04	  2.394272106143e+01	  3.879384299456e-04	  1.378263492296e+01	  5.037193473215e+01	  4.840320190891e+01	  1.151460642033e-01	  4.200128246926e-11	  1.498583239508e-01	  1.589192367970e+00	  4.915595927356e-01	
  4.400000000000e+01	  2.000000000000e+00	  6.600000000000e+02	  8.203606171818e+00	  1.612667678952e-02	  3.211783216743e-02	  4.445995527989e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  7.416006929316e-04	  4.729165274776e+01	  3.748259775106e-04	  1.982224387206e+01	  9.793578301934e+01	  9.508530941643e+01	  4.244675730245e-01	  2.187751000093e-11	  5.915722134798e-01	  1.589018575349e+00	  9.752610355420e-01	
  4.400000000000e+01	  3.000000000000e+00	  6.600000000000e+02	  8.386844563593e+00	  1.631746167342e-02	  3.211812811842e-02	  4.449559784056e-02	  0.000000000000e+00	  0.000000000000e+00	  2.814810399582e-03	  4.764259772835e-04	  6.949836651240e+01	  3.800013273148e-04	  1.997630772162e+01	  1.509673034131e+02	  1.463491785145e+02	  9.179383895371e-01	  1.448594303706e-11	  1.427762789940e+00	  1.588824748118e+00	  1.520212905094e+00	
  4.400000000000e+01	  4.000000000000e+00	  6.600000000000e+02	  8.438597301655e+00	  1.639623497484e-02	  3.211824476679e-02	  4.450878964522e-02	  0.000000000000e+00	  0.000000000000e+00	  3.492866329974e-03	  4.522205297354e-04	  8.284764121548e+01	  3.834568453554e-04	  2.003345998606e+01	  1.709005543065e+02	  1.653631065320e+02	  1.217928617880e+00	  1.289861805210e-11	  1.833793879629e+00	  1.588752067029e+00	  1.726568808471e+00	
  4.400000000000e+01	  5.000000000000e+00	  6.600000000000e+02	  8.501958527780e+00	  1.648865511692e-02	  3.211837889086e-02	  4.452361374929e-02	  0.000000000000e+00	  0.000000000000e+00	  3.173194435288e-03	  5.182150687049e-04	  9.937243756579e+01	  3.890116573045e-04	  2.011378463165e+01	  1.991338594418e+02	  1.920840651364e+02	  1.662929694289e+00	  1.119302536768e-11	  2.493723361670e+00	  1.588649103676e+00	  2.020694973428e+00	
  4.400000000000e+01	  6.000000000000e+00	  6.600000000000e+02	  7.163509279228e+00	  1.205762248810e-02	  3.210925259882e-02	  4.302811323898e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  6.953313612553e-04	  1.400519115383e+02	  6.478151603962e-04	  1.954198065862e+01	  3.353782179913e+02	  2.813167413726e+02	  3.321625745316e+00	  1.386035280516e-09	  1.724577411859e-01	  5.022505462044e+01	  2.855289477712e+00	
  4.400000000000e+01	  7.000000000000e+00	  6.600000000000e+02	  7.254924642815e+00	  1.278327066218e-02	  3.211111214853e-02	  4.338896092238e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.176361993854e-03	  1.755563691822e+02	  5.879822610622e-04	  1.954338886222e+01	  4.054959560862e+02	  3.495878267201e+02	  5.013319708761e+00	  1.131001359693e-09	  2.699714200856e-01	  5.021727160060e+01	  3.558549611724e+00	
  4.400000000000e+01	  8.000000000000e+00	  6.600000000000e+02	  7.331670468494e+00	  1.323184723688e-02	  3.211218793700e-02	  4.358746620368e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  1.014391962918e-03	  2.106979251609e+02	  5.466521428029e-04	  1.954484266193e+01	  4.778940632882e+02	  4.197390675158e+02	  7.017028193047e+00	  9.540029666756e-10	  3.940416446398e-01	  5.020927906787e+01	  4.285321413974e+00	
  4.400000000000e+01	  9.000000000000e+00	  6.600000000000e+02	  7.409114718623e+00	  1.354527986676e-02	  3.211290820918e-02	  4.371598224454e-02	  0.000000000000e+00	  0.000000000000e+00	  0.000000000000e+00	  9.275095137501e-04	  2.486200583296e+02	  5.118140332135e-04	  1.954661649142e+01	  5.662766153370e+02	  5.050409472220e+02	  9.648959214360e+00	  8.038731998684e-10	  5.781908125391e-01	  5.019956122216e+01	  5.173593918675e+00	
  4.400000000000e+01	  1.000000000000e+01	  6.600000000000e+02	  7.458974872081e+00	  1.366181886277e-02	  3.211316776773e-02	  4.376089903617e-02	  0.000000000000e+00	  0.000000000000e+00	  3.836732097258e-03	  8.798472891169e-04	  2.803007834079e+02	  4.925285128216e-04	  1.954795548606e+01	  6.330434344547e+02	  5.690697631531e+02	  1.198989591369e+01	  7.201689454036e-10	  7.408464720987e-01	  5.019227412072e+01	  5.845327428146e+00	
  4.400000000000e+01	  1.100000000000e+01	  6.600000000000e+02	  7.489412073626e+00	  1.377411729492e-02	  3.211341406770e-02	  4.380291414066e-02	  0.000000000000e+00	  0.000000000000e+00	  3.299799180354e-03	  8.586488290564e-04	  3.065151903944e+02	  4.818352285967e-04	  1.954886236537e+01	  6.782891384914e+02	  6.121429006032e+02	  1.390647328110e+01	  6.734893634159e-10	  8.622191279278e-01	  5.018738049348e+01	  6.300796229748e+00	
  4.400000000000e+01	  1.200000000000e+01	  6.600000000000e+02	  7.519755120713e+00	  1.388935131690e-02	  3.211366287939e-02	  4.384472829716e-02	  0.000000000000e+00	  0.000000000000e+00	  2.898541228841e-03	  8.369577509958e-04	  3.334462759414e+02	  4.719288216384e-04	  1.954983756555e+01	  7.269761723121e+02	  6.583793930616e+02	  1.603655588427e+01	  6.300215014658e-10	  1.003323336101e+00	  5.018212781084e+01	  6.791269180474e+00	
  4.400000000000e+01	  1.300000000000e+01	  6.600000000000e+02	  7.536233554825e+00	  1.393148755106e-02	  3.211375310860e-02	  4.385979385250e-02	  7.929554331143e-03	  0.000000000000e+00	  2.280924269922e-03	  8.218716533726e-04	  3.485820579931e+02	  4.668476773750e-04	  1.955039903185e+01	  7.550243866942e+02	  6.849587538002e+02	  1.730078324554e+01	  6.076253308160e-10	  1.089546696547e+00	  5.017910858351e+01	  7.073998678802e+00	
  4.400000000000e+01	  1.400000000000e+01	  6.600000000000e+02	  7.536233554835e+00	  1.393451685127e-02	  3.211375962031e-02	  4.386088958898e-02	  1.009118304638e-02	  0.000000000000e+00	  2.139071520619e-03	  8.193588764520e-04	  3.485820579750e+02	  4.668476773715e-04	  1.955039903185e+01	  7.550243867098e+02	  6.849587538162e+02	  1.730078324510e+01	  6.076253308004e-10	  1.089546696595e+00	  5.017910858351e+01	  7.073998678959e+00	
  4.400000000000e+01	  1.500000000000e+01	  6.600000000000e+02	  7.536233554846e+00	  1.393570080723e-02	  3.211376216318e-02	  4.386131698095e-02	  1.021391253224e-02	  0.000000000000e+00	  2.127665641270e-03	  8.190307092530e-04	  3.485820579572e+02	  4.668476773681e-04	  1.955039903185e+01	  7.550243867252e+02	  6.849587538319e+02	  1.730078324466e+01	  6.076253307850e-10	  1.089546696643e+00	  5.017910858352e+01	  7.073998679113e+00	
  4.400000000000e+01	  1.600000000000e+01	  6.600000000000e+02	  7.536233554856e+00	  1.393617917000e-02	  3.211376318845e-02	  4.386148875765e-02	  1.027109251302e-02	  0.000000000000e+00	  2.122814224854e-03	  8.188902169295e-04	  3.485820579397e+02	  4.668476773647e-04	  1.955039903186e+01	  7.550243867403e+02	  6.849587538475e+02	  1.730078324423e+01	  6.076253307699e-10	  1.089546696690e+00	  5.017910858352e+01	  7.073998679265e+00	
  4.400000000000e+01	  1.700000000000e+01	  6.600000000000e+02	  7.536233554866e+00	  1.393633627754e-02	  3.211376352466e-02	  4.386154495357e-02	  1.029486210792e-02	  0.000000000000e+00	  2.120994251233e-03	  8.188398753168e-04	  3.485820579224e+02	  4.668476773613e-04	  1.955039903186e+01	  7.550243867553e+02	  6.849587538628e+02	  1.730078324380e+01	  6.076253307549e-10	  1.089546696736e+00	  5.017910858352e+01	  7.073998679415e+00	
  4.400000000000e+01	  1.800000000000e+01	  6.600000000000e+02	  7.536233554876e+00	  1.393638058117e-02	  3.211376361932e-02	  4.386156073812e-02	  1.030293856278e-02	  0.000000000000e+00	  2.120421407064e-03	  8.188245488817e-04	  3.485820579053e+02	  4.668476773580e-04	  1.955039903186e+01	  7.550243867700e+02	  6.849587538779e+02	  1.730078324338e+01	  6.076253307402e-10	  1.089546696782e+00	  5.017910858352e+01	  7.073998679562e+00	
