               shift	                cell	              time_d	                  pH	             Olivine	           Enstatite	           Lizardite	           Magnesite	          Chalcedony	             Fe(OH)3	       Rhodochrosite	                  Mg	                  Fe	                  Si	                   C	                HCO3	              MgHCO3	              FeHCO3	                 CO3	               CO2aq	          alkalinity	
  2.500000000000e+01	  2.000000000000e+01	  3.750000000000e+02	  7.447162271288e+00	  0.000000000000e+00	  2.937437789951e-02	  8.150969291641e-03	  1.343130700759e-01	  9.879184254859e-02	  1.939998080823e-02	  9.697097460708e-03	  2.224391987659e+02	  3.696614018769e-03	  2.971889119314e+01	  4.896671237069e+02	  4.474465270854e+02	  8.107421266347e+00	  3.928762599022e-09	  7.868441513175e-01	  3.222937083964e+01	  4.593735422174e+00	
  2.600000000000e+01	  1.000000000000e+00	  3.900000000000e+02	  8.424893006235e+00	  0.000000000000e+00	  2.947335396097e-02	  2.905474802368e-02	  4.950077467570e-02	  3.994647736866e-02	  9.270412654930e-03	  4.603590986176e-03	  6.694959342817e+01	  3.692359124944e-03	  3.092175155600e+01	  1.345943515906e+02	  1.298315763092e+02	  8.225767208117e-01	  7.089803766726e-11	  1.953454528874e+00	  1.019957610647e+00	  1.381876654999e+00	
  2.600000000000e+01	  2.000000000000e+00	  3.900000000000e+02	  8.424893011796e+00	  0.000000000000e+00	  2.957012320091e-02	  2.956534482789e-02	  8.087780557096e-02	  5.585530318717e-02	  1.078532429291e-02	  5.393104949619e-03	  6.694959166884e+01	  3.692359133694e-03	  3.092175157253e+01	  1.345943532507e+02	  1.298315779325e+02	  8.225767100213e-01	  7.089803673730e-11	  1.953454576547e+00	  1.019957610651e+00	  1.381876672272e+00	
  2.600000000000e+01	  3.000000000000e+00	  3.900000000000e+02	  8.294953333511e+00	  0.000000000000e+00	  2.954916081346e-02	  2.784353856107e-02	  8.112151260779e-02	  5.914668610486e-02	  1.147930916630e-02	  5.735190329765e-03	  7.792736714603e+01	  3.520179630641e-03	  3.058423848682e+01	  1.585289119719e+02	  1.531007927526e+02	  1.113574502631e+00	  1.208298188818e-10	  1.726156037740e+00	  1.616440638986e+00	  1.608690924472e+00	
  2.600000000000e+01	  4.000000000000e+00	  3.900000000000e+02	  8.294953338111e+00	  0.000000000000e+00	  2.954916081416e-02	  2.784353861863e-02	  8.471975630195e-02	  5.903842283750e-02	  1.147925464168e-02	  5.738884597748e-03	  7.792736544453e+01	  3.520179635493e-03	  3.058423849704e+01	  1.585289135749e+02	  1.531007943331e+02	  1.113574490523e+00	  1.208298175681e-10	  1.726156072451e+00	  1.616440638992e+00	  1.608690940968e+00	
  2.600000000000e+01	  5.000000000000e+00	  3.900000000000e+02	  8.164676349729e+00	  0.000000000000e+00	  2.952404536014e-02	  2.575141658503e-02	  8.588518980460e-02	  6.335902562541e-02	  1.232242018497e-02	  6.155931808205e-03	  9.101339165881e+01	  3.409099496942e-03	  3.033159924198e+01	  1.870326108263e+02	  1.804578080224e+02	  1.509209586207e+00	  2.061579789323e-10	  1.524888865619e+00	  2.561727659243e+00	  1.879052285646e+00	
  2.600000000000e+01	  6.000000000000e+00	  3.900000000000e+02	  8.164676354157e+00	  0.000000000000e+00	  2.952404536090e-02	  2.575141664834e-02	  9.017392989088e-02	  6.327796617287e-02	  1.232238549977e-02	  6.160433214093e-03	  9.101338973836e+01	  3.409099499721e-03	  3.033159924936e+01	  1.870326126289e+02	  1.804578098117e+02	  1.509209570380e+00	  2.061579767706e-10	  1.524888895007e+00	  2.561727659255e+00	  1.879052304051e+00	
  2.600000000000e+01	  7.000000000000e+00	  3.900000000000e+02	  8.034212220872e+00	  0.000000000000e+00	  2.949394819017e-02	  2.324358436023e-02	  9.160717820097e-02	  6.841837985065e-02	  1.333306289242e-02	  6.660255282890e-03	  1.065880724997e+02	  3.349891134375e-03	  3.014225427826e+01	  2.211238677509e+02	  2.126808443308e+02	  2.047019745627e+00	  3.520194084432e-10	  1.347694537724e+00	  4.059764470265e+00	  2.200814015484e+00	
  2.600000000000e+01	  8.000000000000e+00	  3.900000000000e+02	  8.034212225113e+00	  0.000000000000e+00	  2.949394819101e-02	  2.324358443002e-02	  9.671165195671e-02	  6.835759626910e-02	  1.333304516950e-02	  6.665779114499e-03	  1.065880703371e+02	  3.349891135454e-03	  3.014225428359e+01	  2.211238697701e+02	  2.126808463463e+02	  2.047019725020e+00	  3.520194049001e-10	  1.347694562491e+00	  4.059764470286e+00	  2.200814035984e+00	
  2.600000000000e+01	  9.000000000000e+00	  3.900000000000e+02	  7.903670275562e+00	  0.000000000000e+00	  2.945790940745e-02	  2.029604512286e-02	  9.832401088201e-02	  7.437330564040e-02	  1.452107472779e-02	  7.253031512218e-03	  1.251135388046e+02	  3.337762834770e-03	  2.999985834679e+01	  2.621026356314e+02	  2.506970592523e+02	  2.778010659949e+00	  6.014092253330e-10	  1.192276901160e+00	  6.433722022425e+00	  2.583515303243e+00	
  2.600000000000e+01	  1.000000000000e+01	  3.900000000000e+02	  7.903670279596e+00	  0.000000000000e+00	  2.945790940840e-02	  2.029604519878e-02	  1.043963652265e-01	  7.432755192763e-02	  1.452107255927e-02	  7.259739229004e-03	  1.251135363804e+02	  3.337762834371e-03	  2.999985835065e+01	  2.621026378802e+02	  2.506970615075e+02	  2.778010633278e+00	  6.014092195604e-10	  1.192276921908e+00	  6.433722022462e+00	  2.583515325980e+00	
  2.600000000000e+01	  1.100000000000e+01	  3.900000000000e+02	  7.773131158874e+00	  0.000000000000e+00	  2.941478706736e-02	  1.692347350094e-02	  1.059662502389e-01	  8.119569141045e-02	  1.588087011749e-02	  7.931405982606e-03	  1.471505624675e+02	  3.372104369202e-03	  2.989209444102e+01	  3.116561804651e+02	  2.956134523555e+02	  3.771485262808e+00	  1.027867128185e-09	  1.056280329337e+00	  1.019567291080e+01	  3.038729825571e+00	
  2.600000000000e+01	  1.200000000000e+01	  3.900000000000e+02	  7.773131162665e+00	  0.000000000000e+00	  2.941478706843e-02	  1.692347358136e-02	  1.131911751129e-01	  8.116101521776e-02	  1.588088347018e-02	  7.939622732828e-03	  1.471505597790e+02	  3.372104367438e-03	  2.989209444383e+01	  3.116561829403e+02	  2.956134548482e+02	  3.771485228699e+00	  1.027867118891e-09	  1.056280346522e+00	  1.019567291087e+01	  3.038729850523e+00	
  2.600000000000e+01	  1.300000000000e+01	  3.900000000000e+02	  7.642655647339e+00	  0.000000000000e+00	  2.936322453265e-02	  1.320716106728e-02	  1.142845016701e-01	  8.872487412460e-02	  1.738027032624e-02	  8.679209535350e-03	  1.733796457977e+02	  3.456536871656e-03	  2.980969919585e+01	  3.720139677414e+02	  3.487545416384e+02	  5.121601715489e+00	  1.757172540862e-09	  9.374433786604e-01	  1.615696512188e+01	  3.580500067080e+00	
  2.600000000000e+01	  1.400000000000e+01	  3.900000000000e+02	  7.642655650829e+00	  0.000000000000e+00	  2.936322453384e-02	  1.320716114865e-02	  1.228862167907e-01	  8.869830191284e-02	  1.738030058807e-02	  8.689316633414e-03	  1.733796428724e+02	  3.456536868587e-03	  2.980969919788e+01	  3.720139704120e+02	  3.487545443384e+02	  5.121601672737e+00	  1.757172526199e-09	  9.374433926247e-01	  1.615696512199e+01	  3.580500093943e+00	
  2.600000000000e+01	  1.500000000000e+01	  3.900000000000e+02	  7.512290924631e+00	  0.000000000000e+00	  2.930161284355e-02	  9.330827351122e-03	  1.227546465827e-01	  9.659603981994e-02	  1.894618835420e-02	  9.459795119997e-03	  2.046273033246e+02	  3.599312725070e-03	  2.974569731043e+01	  4.461774966700e+02	  4.117082222252e+02	  6.956277219275e+00	  3.004440885732e-09	  8.336754845518e-01	  2.560303891266e+01	  4.225878449111e+00	
  2.600000000000e+01	  1.600000000000e+01	  3.900000000000e+02	  7.512290927752e+00	  0.000000000000e+00	  2.930161284544e-02	  9.330827459257e-03	  1.322432772404e-01	  9.657630907028e-02	  1.894623371461e-02	  9.471304546958e-03	  2.046273002274e+02	  3.599312720761e-03	  2.974569731190e+01	  4.461774994712e+02	  4.117082250681e+02	  6.956277167194e+00	  3.004440863248e-09	  8.336754955960e-01	  2.560303891285e+01	  4.225878477245e+00	
  2.600000000000e+01	  1.700000000000e+01	  3.900000000000e+02	  7.447162261423e+00	  0.000000000000e+00	  2.926645617130e-02	  7.427104422742e-03	  1.313722085771e-01	  1.004632256319e-01	  1.971647892413e-02	  9.849124968689e-03	  2.224392094216e+02	  3.696614035324e-03	  2.971889118888e+01	  4.896671141172e+02	  4.474465173338e+02	  8.107421458478e+00	  3.928762692080e-09	  7.868441184692e-01	  3.222937083882e+01	  4.593735325921e+00	
  2.600000000000e+01	  1.800000000000e+01	  3.900000000000e+02	  7.447162264431e+00	  0.000000000000e+00	  2.926645617262e-02	  7.427104489458e-03	  1.363839377240e-01	  1.004554095504e-01	  1.971650716007e-02	  9.855360578039e-03	  2.224392061726e+02	  3.696614030276e-03	  2.971889119018e+01	  4.896671170412e+02	  4.474465203071e+02	  8.107421399895e+00	  3.928762663706e-09	  7.868441284849e-01	  3.222937083907e+01	  4.593735355270e+00	
  2.600000000000e+01	  1.900000000000e+01	  3.900000000000e+02	  7.447162267519e+00	  0.000000000000e+00	  2.926645617386e-02	  7.427104552612e-03	  1.363839375576e-01	  1.004554094216e-01	  1.971650713450e-02	  9.855360565219e-03	  2.224392028369e+02	  3.696614025094e-03	  2.971889119151e+01	  4.896671200432e+02	  4.474465233598e+02	  8.107421339750e+00	  3.928762634574e-09	  7.868441387680e-01	  3.222937083933e+01	  4.593735385401e+00	
  2.600000000000e+01	  2.000000000000e+01	  3.900000000000e+02	  7.447162270161e+00	  0.000000000000e+00	  2.926645617495e-02	  7.427104608011e-03	  1.363839374117e-01	  1.004554093086e-01	  1.971650711206e-02	  9.855360553726e-03	  2.224391999829e+02	  3.696614020660e-03	  2.971889119265e+01	  4.896671226117e+02	  4.474465259717e+02	  8.107421288290e+00	  3.928762609649e-09	  7.868441475661e-01	  3.222937083955e+01	  4.593735411182e+00	
  2.700000000000e+01	  1.000000000000e+00	  4.050000000000e+02	  8.424893006181e+00	  0.000000000000e+00	  2.937684975317e-02	  2.855441356196e-02	  5.032285288020e-02	  4.083093991744e-02	  9.494635568300e-03	  4.714531821721e-03	  6.694959344522e+01	  3.692359124859e-03	  3.092175155583e+01	  1.345943515746e+02	  1.298315762935e+02	  8.225767209162e-01	  7.089803767627e-11	  1.953454528412e+00	  1.019957610647e+00	  1.381876654831e+00	
  2.700000000000e+01	  2.000000000000e+00	  4.050000000000e+02	  8.424893011676e+00	  0.000000000000e+00	  2.947340670346e-02	  2.905911935203e-02	  8.237976153013e-02	  5.706065775138e-02	  1.101199333930e-02	  5.506456503302e-03	  6.694959170671e+01	  3.692359133505e-03	  3.092175157218e+01	  1.345943532149e+02	  1.298315778976e+02	  8.225767102536e-01	  7.089803675732e-11	  1.953454575520e+00	  1.019957610651e+00	  1.381876671900e+00	
  2.700000000000e+01	  3.000000000000e+00	  4.050000000000e+02	  8.294953333346e+00	  0.000000000000e+00	  2.945168715713e-02	  2.729332894383e-02	  8.259984448099e-02	  6.044594870994e-02	  1.172376341641e-02	  5.857290776052e-03	  7.792736720699e+01	  3.520179630468e-03	  3.058423848645e+01	  1.585289119145e+02	  1.531007926959e+02	  1.113574503065e+00	  1.208298189289e-10	  1.726156036496e+00	  1.616440638985e+00	  1.608690923881e+00	
  2.700000000000e+01	  4.000000000000e+00	  4.050000000000e+02	  8.294953337885e+00	  0.000000000000e+00	  2.945168715785e-02	  2.729332900315e-02	  8.634056919149e-02	  6.033339162712e-02	  1.172370672864e-02	  5.861131314467e-03	  7.792736552843e+01	  3.520179635254e-03	  3.058423849654e+01	  1.585289134958e+02	  1.531007942552e+02	  1.113574491120e+00	  1.208298176329e-10	  1.726156070740e+00	  1.616440638992e+00	  1.608690940155e+00	
  2.700000000000e+01	  5.000000000000e+00	  4.050000000000e+02	  8.164676349467e+00	  0.000000000000e+00	  2.942566404129e-02	  2.515216497932e-02	  8.746902161029e-02	  6.475720662667e-02	  1.258671744009e-02	  6.287926664308e-03	  9.101339177261e+01	  3.409099496777e-03	  3.033159924154e+01	  1.870326107195e+02	  1.804578079164e+02	  1.509209587144e+00	  2.061579790604e-10	  1.524888863877e+00	  2.561727659242e+00	  1.879052284556e+00	
  2.700000000000e+01	  6.000000000000e+00	  4.050000000000e+02	  8.164676353825e+00	  0.000000000000e+00	  2.942566404208e-02	  2.515216504454e-02	  9.192758640770e-02	  6.467293228399e-02	  1.258668137832e-02	  6.292606298600e-03	  9.101338988219e+01	  3.409099499513e-03	  3.033159924881e+01	  1.870326124939e+02	  1.804578096777e+02	  1.509209571566e+00	  2.061579769325e-10	  1.524888892806e+00	  2.561727659254e+00	  1.879052302672e+00	
  2.700000000000e+01	  7.000000000000e+00	  4.050000000000e+02	  8.034212220512e+00	  0.000000000000e+00	  2.939447997052e-02	  2.259275426455e-02	  9.329915550452e-02	  6.992116004554e-02	  1.361826266932e-02	  6.802668137792e-03	  1.065880726833e+02	  3.349891134283e-03	  3.014225427781e+01	  2.211238675794e+02	  2.126808441597e+02	  2.047019747376e+00	  3.520194087440e-10	  1.347694535622e+00	  4.059764470263e+00	  2.200814013744e+00	
  2.700000000000e+01	  8.000000000000e+00	  4.050000000000e+02	  8.034212224674e+00	  0.000000000000e+00	  2.939447997140e-02	  2.259275433630e-02	  9.860575688099e-02	  6.985796573426e-02	  1.361824424239e-02	  6.808409317996e-03	  1.065880705607e+02	  3.349891135343e-03	  3.014225428304e+01	  2.211238695613e+02	  2.126808461379e+02	  2.047019727151e+00	  3.520194052664e-10	  1.347694559930e+00	  4.059764470284e+00	  2.200814033865e+00	
  2.700000000000e+01	  9.000000000000e+00	  4.050000000000e+02	  7.903670275100e+00	  0.000000000000e+00	  2.935714085788e-02	  1.959611842505e-02	  1.001128741258e-01	  7.597633700768e-02	  1.482623768394e-02	  7.405384886042e-03	  1.251135390819e+02	  3.337762834816e-03	  2.999985834635e+01	  2.621026353742e+02	  2.506970589944e+02	  2.778010662999e+00	  6.014092259933e-10	  1.192276898787e+00	  6.433722022421e+00	  2.583515300642e+00	
  2.700000000000e+01	  1.000000000000e+01	  4.050000000000e+02	  7.903670279045e+00	  0.000000000000e+00	  2.935714085887e-02	  1.959611850280e-02	  1.064256843530e-01	  7.592876868960e-02	  1.482623542778e-02	  7.412358186527e-03	  1.251135367117e+02	  3.337762834426e-03	  2.999985835012e+01	  2.621026375729e+02	  2.506970611993e+02	  2.778010636923e+00	  6.014092203491e-10	  1.192276919073e+00	  6.433722022457e+00	  2.583515322873e+00	
  2.700000000000e+01	  1.100000000000e+01	  4.050000000000e+02	  7.773131158304e+00	  0.000000000000e+00	  2.931246422873e-02	  1.618569001618e-02	  1.078169329218e-01	  8.287714467771e-02	  1.620156382362e-02	  8.091473738336e-03	  1.471505628718e+02	  3.372104369468e-03	  2.989209444060e+01	  3.116561800929e+02	  2.956134519807e+02	  3.771485267938e+00	  1.027867129582e-09	  1.056280326753e+00	  1.019567291079e+01	  3.038729821819e+00	
  2.700000000000e+01	  1.200000000000e+01	  4.050000000000e+02	  7.773131161991e+00	  0.000000000000e+00	  2.931246422984e-02	  1.618569009800e-02	  1.153279556920e-01	  8.284109324793e-02	  1.620157770378e-02	  8.100015932048e-03	  1.471505602568e+02	  3.372104367751e-03	  2.989209444333e+01	  3.116561825004e+02	  2.956134544052e+02	  3.771485234761e+00	  1.027867120543e-09	  1.056280343468e+00	  1.019567291086e+01	  3.038729846088e+00	
  2.700000000000e+01	  1.300000000000e+01	  4.050000000000e+02	  7.642655646651e+00	  0.000000000000e+00	  2.925904551000e-02	  1.245653997809e-02	  1.161248507462e-01	  9.043542200280e-02	  1.770656254121e-02	  8.842012892531e-03	  1.733796463747e+02	  3.456536872262e-03	  2.980969919544e+01	  3.720139672147e+02	  3.487545411058e+02	  5.121601723922e+00	  1.757172543754e-09	  9.374433759059e-01	  1.615696512185e+01	  3.580500061781e+00	
  2.700000000000e+01	  1.400000000000e+01	  4.050000000000e+02	  7.642655650022e+00	  0.000000000000e+00	  2.925904551125e-02	  1.245654006001e-02	  1.250671849948e-01	  9.040779599470e-02	  1.770659400051e-02	  8.852520164421e-03	  1.733796435490e+02	  3.456536869297e-03	  2.980969919741e+01	  3.720139697943e+02	  3.487545437139e+02	  5.121601682625e+00	  1.757172529590e-09	  9.374433893950e-01	  1.615696512196e+01	  3.580500087730e+00	
  2.700000000000e+01	  1.500000000000e+01	  4.050000000000e+02	  7.512290923817e+00	  0.000000000000e+00	  2.919521919074e-02	  8.611760455354e-03	  1.244606001880e-01	  9.824769663182e-02	  1.926041187501e-02	  9.616484257945e-03	  2.046273041327e+02	  3.599312726194e-03	  2.974569731004e+01	  4.461774959391e+02	  4.117082214834e+02	  6.956277232863e+00	  3.004440891599e-09	  8.336754816702e-01	  2.560303891262e+01	  4.225878441771e+00	
  2.700000000000e+01	  1.600000000000e+01	  4.050000000000e+02	  7.512290926810e+00	  0.000000000000e+00	  2.919521919268e-02	  8.611760561066e-03	  1.343258382625e-01	  9.822718229434e-02	  1.926045903770e-02	  9.628450471049e-03	  2.046273011627e+02	  3.599312722062e-03	  2.974569731146e+01	  4.461774986253e+02	  4.117082242096e+02	  6.956277182921e+00	  3.004440870037e-09	  8.336754922610e-01	  2.560303891280e+01	  4.225878468749e+00	
  2.700000000000e+01	  1.700000000000e+01	  4.050000000000e+02	  7.447162260429e+00	  0.000000000000e+00	  2.915880042775e-02	  6.747624218160e-03	  1.331278064803e-01	  1.020378028332e-01	  2.001518381661e-02	  9.998229818636e-03	  2.224392104960e+02	  3.696614036994e-03	  2.971889118845e+01	  4.896671131503e+02	  4.474465163505e+02	  8.107421477850e+00	  3.928762701463e-09	  7.868441151571e-01	  3.222937083874e+01	  4.593735316216e+00	
  2.700000000000e+01	  1.800000000000e+01	  4.050000000000e+02	  7.447162263324e+00	  0.000000000000e+00	  2.915880042912e-02	  6.747624283713e-03	  1.383389427012e-01	  1.020296757724e-01	  2.001521317754e-02	  1.000471353163e-02	  2.224392073684e+02	  3.696614032134e-03	  2.971889118970e+01	  4.896671159650e+02	  4.474465192128e+02	  8.107421421456e+00	  3.928762674149e-09	  7.868441247987e-01	  3.222937083898e+01	  4.593735344468e+00	
  2.700000000000e+01	  1.900000000000e+01	  4.050000000000e+02	  7.447162266326e+00	  0.000000000000e+00	  2.915880043042e-02	  6.747624346041e-03	  1.383389425369e-01	  1.020296756452e-01	  2.001521315228e-02	  1.000471351894e-02	  2.224392041261e+02	  3.696614027097e-03	  2.971889119100e+01	  4.896671188829e+02	  4.474465221799e+02	  8.107421362997e+00	  3.928762645834e-09	  7.868441347935e-01	  3.222937083923e+01	  4.593735373755e+00	
  2.700000000000e+01	  2.000000000000e+01	  4.050000000000e+02	  7.447162268921e+00	  0.000000000000e+00	  2.915880043157e-02	  6.747624400928e-03	  1.383389423921e-01	  1.020296755331e-01	  2.001521313004e-02	  1.000471350746e-02	  2.224392013228e+02	  3.696614022741e-03	  2.971889119212e+01	  4.896671214058e+02	  4.474465247454e+02	  8.107421312450e+00	  3.928762621351e-09	  7.868441434354e-01	  3.222937083945e+01	  4.593735399078e+00	
  2.800000000000e+01	  1.000000000000e+00	  4.200000000000e+02	  8.424893006128e+00	  0.000000000000e+00	  2.928055748269e-02	  2.805988484990e-02	  5.112946535289e-02	  4.170336714375e-02	  9.716483197486e-03	  4.824285015349e-03	  6.694959346216e+01	  3.692359124775e-03	  3.092175155568e+01	  1.345943515586e+02	  1.298315762778e+02	  8.225767210202e-01	  7.089803768523e-11	  1.953454527953e+00	  1.019957610647e+00	  1.381876654665e+00	
  2.800000000000e+01	  2.000000000000e+00	  4.200000000000e+02	  8.424893011557e+00	  0.000000000000e+00	  2.937690237992e-02	  2.855873431430e-02	  8.386616114630e-02	  5.825390714353e-02	  1.123627316697e-02	  5.618613447755e-03	  6.694959174436e+01	  3.692359133318e-03	  3.092175157182e+01	  1.345943531794e+02	  1.298315778628e+02	  8.225767104845e-01	  7.089803677722e-11	  1.953454574500e+00	  1.019957610651e+00	  1.381876671531e+00	
  2.800000000000e+01	  3.000000000000e+00	  4.200000000000e+02	  8.294953333183e+00	  0.000000000000e+00	  2.935442916465e-02	  2.675045186489e-02	  8.405873454482e-02	  6.173011497365e-02	  1.196523073523e-02	  5.977897757070e-03	  7.792736726757e+01	  3.520179630295e-03	  3.058423848609e+01	  1.585289118574e+02	  1.531007926397e+02	  1.113574503496e+00	  1.208298189757e-10	  1.726156035260e+00	  1.616440638985e+00	  1.608690923293e+00	
  2.800000000000e+01	  4.000000000000e+00	  4.200000000000e+02	  8.294953337659e+00	  0.000000000000e+00	  2.935442916540e-02	  2.675045192588e-02	  8.794194020979e-02	  6.161326407733e-02	  1.196517188435e-02	  5.981884565717e-03	  7.792736561179e+01	  3.520179635016e-03	  3.058423849604e+01	  1.585289134173e+02	  1.531007941778e+02	  1.113574491713e+00	  1.208298176973e-10	  1.726156069039e+00	  1.616440638992e+00	  1.608690939346e+00	
  2.800000000000e+01	  5.000000000000e+00	  4.200000000000e+02	  8.164676349206e+00	  0.000000000000e+00	  2.932750261078e-02	  2.456232899033e-02	  8.902798836135e-02	  6.613611669749e-02	  1.284719347645e-02	  6.418010911580e-03	  9.101339188562e+01	  3.409099496613e-03	  3.033159924111e+01	  1.870326106134e+02	  1.804578078111e+02	  1.509209588076e+00	  2.061579791876e-10	  1.524888862148e+00	  2.561727659242e+00	  1.879052283472e+00	
  2.800000000000e+01	  6.000000000000e+00	  4.200000000000e+02	  8.164676353496e+00	  0.000000000000e+00	  2.932750261160e-02	  2.456232905734e-02	  9.365637771820e-02	  6.604862746769e-02	  1.284715603815e-02	  6.422868774026e-03	  9.101339002501e+01	  3.409099499306e-03	  3.033159924826e+01	  1.870326123599e+02	  1.804578095446e+02	  1.509209572743e+00	  2.061579770933e-10	  1.524888890620e+00	  2.561727659253e+00	  1.879052301304e+00	
  2.800000000000e+01	  7.000000000000e+00	  4.200000000000e+02	  8.034212220155e+00	  0.000000000000e+00	  2.929523675700e-02	  2.195424815586e-02	  9.495869728224e-02	  7.139884235798e-02	  1.389847659990e-02	  6.942588070352e-03	  1.065880728655e+02	  3.349891134192e-03	  3.014225427736e+01	  2.211238674093e+02	  2.126808439899e+02	  2.047019749112e+00	  3.520194090425e-10	  1.347694533535e+00	  4.059764470262e+00	  2.200814012017e+00	
  2.800000000000e+01	  8.000000000000e+00	  4.200000000000e+02	  8.034212224239e+00	  0.000000000000e+00	  2.929523675792e-02	  2.195424822941e-02	  1.004674259778e-01	  7.133323732080e-02	  1.389845746904e-02	  6.948546598918e-03	  1.065880707825e+02	  3.349891135232e-03	  3.014225428250e+01	  2.211238693542e+02	  2.126808459312e+02	  2.047019729264e+00	  3.520194056299e-10	  1.347694557390e+00	  4.059764470282e+00	  2.200814031762e+00	
  2.800000000000e+01	  9.000000000000e+00	  4.200000000000e+02	  7.903670274643e+00	  0.000000000000e+00	  2.925660352203e-02	  1.891255079593e-02	  1.018588001721e-01	  7.754618794781e-02	  1.512479920920e-02	  7.554437545713e-03	  1.251135393568e+02	  3.337762834861e-03	  2.999985834591e+01	  2.621026351192e+02	  2.506970587386e+02	  2.778010666024e+00	  6.014092266479e-10	  1.192276896434e+00	  6.433722022416e+00	  2.583515298064e+00	
  2.800000000000e+01	  1.000000000000e+01	  4.200000000000e+02	  7.903670278499e+00	  0.000000000000e+00	  2.925660352306e-02	  1.891255087529e-02	  1.084120657317e-01	  7.749680502892e-02	  1.512479686549e-02	  7.561676429327e-03	  1.251135370400e+02	  3.337762834480e-03	  2.999985834960e+01	  2.621026372684e+02	  2.506970608939e+02	  2.778010640535e+00	  6.014092211309e-10	  1.192276916263e+00	  6.433722022452e+00	  2.583515319794e+00	
  2.800000000000e+01	  1.100000000000e+01	  4.200000000000e+02	  7.773131157739e+00	  0.000000000000e+00	  2.921038014554e-02	  1.546977244129e-02	  1.096103480792e-01	  8.451438879856e-02	  1.651345147697e-02	  8.247138469846e-03	  1.471505632720e+02	  3.372104369730e-03	  2.989209444019e+01	  3.116561797244e+02	  2.956134516096e+02	  3.771485273016e+00	  1.027867130966e-09	  1.056280324195e+00	  1.019567291078e+01	  3.038729818104e+00	
  2.800000000000e+01	  1.200000000000e+01	  4.200000000000e+02	  7.773131161324e+00	  0.000000000000e+00	  2.921038014670e-02	  1.546977252422e-02	  1.174074677842e-01	  8.447696213680e-02	  1.651346588471e-02	  8.256006105969e-03	  1.471505607295e+02	  3.372104368062e-03	  2.989209444284e+01	  3.116561820652e+02	  2.956134539669e+02	  3.771485240758e+00	  1.027867122177e-09	  1.056280340447e+00	  1.019567291084e+01	  3.038729841701e+00	
  2.800000000000e+01	  1.300000000000e+01	  4.200000000000e+02	  7.642655645971e+00	  0.000000000000e+00	  2.915511442392e-02	  1.173505172958e-02	  1.178890232671e-01	  9.208720857227e-02	  1.802113963581e-02	  8.998958692954e-03	  1.733796469449e+02	  3.456536872860e-03	  2.980969919505e+01	  3.720139666941e+02	  3.487545405796e+02	  5.121601732255e+00	  1.757172546612e-09	  9.374433731841e-01	  1.615696512183e+01	  3.580500056545e+00	
  2.800000000000e+01	  1.400000000000e+01	  4.200000000000e+02	  7.642655649225e+00	  0.000000000000e+00	  2.915511442522e-02	  1.173505181169e-02	  1.271719750048e-01	  9.205852877349e-02	  1.802117229272e-02	  9.009866136873e-03	  1.733796442173e+02	  3.456536869998e-03	  2.980969919694e+01	  3.720139691842e+02	  3.487545430971e+02	  5.121601692392e+00	  1.757172532940e-09	  9.374433862048e-01	  1.615696512194e+01	  3.580500081593e+00	
  2.800000000000e+01	  1.500000000000e+01	  4.200000000000e+02	  7.512290923013e+00	  0.000000000000e+00	  2.908908467860e-02	  7.930798383506e-03	  1.260670321362e-01	  9.982262583617e-02	  1.955932868114e-02	  9.765520044204e-03	  2.046273049305e+02	  3.599312727304e-03	  2.974569730966e+01	  4.461774952175e+02	  4.117082207510e+02	  6.956277246279e+00	  3.004440897391e-09	  8.336754788252e-01	  2.560303891257e+01	  4.225878434524e+00	
  2.800000000000e+01	  1.600000000000e+01	  4.200000000000e+02	  7.512290925877e+00	  0.000000000000e+00	  2.908908468059e-02	  7.930798486468e-03	  1.363088751663e-01	  9.980132791661e-02	  1.955937764622e-02	  9.777943040410e-03	  2.046273020882e+02	  3.599312723350e-03	  2.974569731102e+01	  4.461774977882e+02	  4.117082233601e+02	  6.956277198484e+00	  3.004440876756e-09	  8.336754889607e-01	  2.560303891274e+01	  4.225878460342e+00	
  2.800000000000e+01	  1.700000000000e+01	  4.200000000000e+02	  7.447162259439e+00	  0.000000000000e+00	  2.905141033232e-02	  6.111103971634e-03	  1.347712480079e-01	  1.035259291870e-01	  2.029663831390e-02	  1.013870947673e-02	  2.224392115649e+02	  3.696614038654e-03	  2.971889118802e+01	  4.896671121883e+02	  4.474465153723e+02	  8.107421497123e+00	  3.928762710798e-09	  7.868441118620e-01	  3.222937083866e+01	  4.593735306561e+00	
  2.800000000000e+01	  1.800000000000e+01	  4.200000000000e+02	  7.447162262210e+00	  0.000000000000e+00	  2.905141033375e-02	  6.111104035651e-03	  1.401817895667e-01	  1.035174911504e-01	  2.029666879994e-02	  1.014544129124e-02	  2.224392085719e+02	  3.696614034004e-03	  2.971889118922e+01	  4.896671148819e+02	  4.474465181114e+02	  8.107421443157e+00	  3.928762684659e-09	  7.868441210886e-01	  3.222937083889e+01	  4.593735333597e+00	
